Category,Industry,Profession,Occupation,Race,Employed,Percent
Service,Healthcare support,Healthcare support occupations,Occupational therapy assistants and aides,Asian,,0
Service,Healthcare support,Healthcare support occupations,Physical therapist assistants and aides,Asian,6,0.06
Service,Healthcare support,Healthcare support occupations,Massage therapists,Asian,23,0.23
Service,Healthcare support,Healthcare support occupations,Dental assistants,Asian,8,0.08
Service,Healthcare support,Healthcare support occupations,Medical assistants,Asian,28,0.29
Service,Healthcare support,Healthcare support occupations,Medical transcriptionists,Asian,,0
Service,Healthcare support,Healthcare support occupations,Pharmacy aides,Asian,,0
Service,Healthcare support,Healthcare support occupations,Veterinary assistants and laboratory animal caretakers,Asian,0,0
Service,Healthcare support,Healthcare support occupations,Phlebotomists,Asian,3,0.03
Service,Healthcare support,Healthcare support occupations,"Miscellaneous healthcare support occupations, including medical equipment preparers",Asian,14,0.14
Service,Healthcare support,Healthcare support occupations,"Nursing, psychiatric, and home health aides",Hispanic,367,1.36
Service,Healthcare support,Healthcare support occupations,Occupational therapy assistants and aides,Hispanic,,0
Service,Healthcare support,Healthcare support occupations,Physical therapist assistants and aides,Hispanic,7,0.03
Service,Healthcare support,Healthcare support occupations,Massage therapists,Hispanic,20,0.07
Service,Healthcare support,Healthcare support occupations,Dental assistants,Hispanic,82,0.3
Service,Healthcare support,Healthcare support occupations,Medical assistants,Hispanic,172,0.64
Service,Healthcare support,Healthcare support occupations,Medical transcriptionists,Hispanic,,0
Service,Healthcare support,Healthcare support occupations,Pharmacy aides,Hispanic,,0
Service,Healthcare support,Healthcare support occupations,Veterinary assistants and laboratory animal caretakers,Hispanic,2,0.01
Service,Healthcare support,Healthcare support occupations,Phlebotomists,Hispanic,18,0.07
Service,Healthcare support,Healthcare support occupations,"Miscellaneous healthcare support occupations, including medical equipment preparers",Hispanic,28,0.1
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations","First-line supervisors of mechanics, installers, and repairers",White,233,0.2
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations","Computer, automated teller, and office machine repairers",White,137,0.11
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Radio and telecommunications equipment installers and repairers,White,95,0.08
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Avionics technicians,White,,0
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations","Electric motor, power tool, and related repairers",White,,0
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations","Electrical and electronics installers and repairers, transportation equipment",White,,0
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations","Electrical and electronics repairers, industrial and utility",White,,0
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations","Electronic equipment installers and repairers, motor vehicles",White,,0
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Electronic home entertainment equipment installers and repairers,White,,0
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Security and fire alarm systems installers,White,44,0.04
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Aircraft mechanics and service technicians,White,125,0.1
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Automotive body and related repairers,White,115,0.1
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Automotive glass installers and repairers,White,,0
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Automotive service technicians and mechanics,White,737,0.62
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Bus and truck mechanics and diesel engine specialists,White,302,0.25
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Heavy vehicle and mobile equipment service technicians and mechanics,White,186,0.16
Natural resources and construction,Installation and maintenance,"Installation, maintenance, and repair occupations",Small engine mechanics,White,,0
